Code1|Code2|Code3|County Name/State Abbreviation|Year|Labor Force|Employed|Unemployed|Unemployment (%)
CN2404700000000|24|047|Worcester County, MD|2016|25,401     |23,127     |2,274     |9.0     
CN2451000000000|24|510|Baltimore city, MD|2016|294,985     |276,430     |18,555     |6.3     
CN2500100000000|25|001|Barnstable County, MA|2016|110,749     |105,524     |5,225     |4.7     
CN2500300000000|25|003|Berkshire County, MA|2016|64,477     |61,704     |2,773     |4.3     
CN2500500000000|25|005|Bristol County, MA|2016|287,648     |274,174     |13,474     |4.7     
CN2500700000000|25|007|Dukes County, MA|2016|9,350     |8,881     |469     |5.0     
CN2500900000000|25|009|Essex County, MA|2016|407,474     |391,997     |15,477     |3.8     
CN2501100000000|25|011|Franklin County, MA|2016|39,307     |37,995     |1,312     |3.3     
CN2501300000000|25|013|Hampden County, MA|2016|220,913     |209,761     |11,152     |5.0     
CN2501500000000|25|015|Hampshire County, MA|2016|86,767     |83,875     |2,892     |3.3     
CN2501700000000|25|017|Middlesex County, MA|2016|866,322     |840,255     |26,067     |3.0     
CN2501900000000|25|019|Nantucket County/town, MA|2016|7,012     |6,714     |298     |4.2     
CN2502100000000|25|021|Norfolk County, MA|2016|370,658     |358,675     |11,983     |3.2     
CN2502300000000|25|023|Plymouth County, MA|2016|268,693     |258,202     |10,491     |3.9     
CN2502500000000|25|025|Suffolk County, MA|2016|423,130     |408,738     |14,392     |3.4     
CN2502700000000|25|027|Worcester County, MA|2016|426,113     |409,332     |16,781     |3.9     
CN2600100000000|26|001|Alcona County, MI|2016|3,842     |3,559     |283     |7.4     
CN2600300000000|26|003|Alger County, MI|2016|3,244     |2,984     |260     |8.0     
CN2600500000000|26|005|Allegan County, MI|2016|61,542     |59,246     |2,296     |3.7     
CN2600700000000|26|007|Alpena County, MI|2016|13,705     |12,926     |779     |5.7     
CN2600900000000|26|009|Antrim County, MI|2016|10,058     |9,372     |686     |6.8     
CN2601100000000|26|011|Arenac County, MI|2016|6,117     |5,621     |496     |8.1     
CN2601300000000|26|013|Baraga County, MI|2016|3,249     |2,992     |257     |7.9     
CN2601500000000|26|015|Barry County, MI|2016|30,955     |29,767     |1,188     |3.8     
CN2601700000000|26|017|Bay County, MI|2016|52,090     |49,359     |2,731     |5.2     
CN2601900000000|26|019|Benzie County, MI|2016|8,813     |8,252     |561     |6.4     
CN2602100000000|26|021|Berrien County, MI|2016|73,901     |70,353     |3,548     |4.8     
CN2602300000000|26|023|Branch County, MI|2016|19,171     |18,281     |890     |4.6     
CN2602500000000|26|025|Calhoun County, MI|2016|64,544     |61,566     |2,978     |4.6     
CN2602700000000|26|027|Cass County, MI|2016|24,469     |23,354     |1,115     |4.6     
CN2602900000000|26|029|Charlevoix County, MI|2016|13,127     |12,437     |690     |5.3     
CN2603100000000|26|031|Cheboygan County, MI|2016|10,850     |9,871     |979     |9.0     
CN2603300000000|26|033|Chippewa County, MI|2016|16,491     |15,272     |1,219     |7.4     
CN2603500000000|26|035|Clare County, MI|2016|11,927     |11,071     |856     |7.2     
CN2603700000000|26|037|Clinton County, MI|2016|40,510     |39,066     |1,444     |3.6     
CN2603900000000|26|039|Crawford County, MI|2016|5,348     |4,952     |396     |7.4     
CN2604100000000|26|041|Delta County, MI|2016|17,189     |16,101     |1,088     |6.3     
CN2604300000000|26|043|Dickinson County, MI|2016|12,577     |11,927     |650     |5.2     
CN2604500000000|26|045|Eaton County, MI|2016|57,072     |54,808     |2,264     |4.0     
CN2604700000000|26|047|Emmet County, MI|2016|17,673     |16,570     |1,103     |6.2     
CN2604900000000|26|049|Genesee County, MI|2016|183,107     |173,169     |9,938     |5.4     
CN2605100000000|26|051|Gladwin County, MI|2016|9,837     |9,169     |668     |6.8     
CN2605300000000|26|053|Gogebic County, MI|2016|6,418     |5,998     |420     |6.5     
CN2605500000000|26|055|Grand Traverse County, MI|2016|49,359     |47,316     |2,043     |4.1     
CN2605700000000|26|057|Gratiot County, MI|2016|18,254     |17,346     |908     |5.0     
CN2605900000000|26|059|Hillsdale County, MI|2016|21,331     |20,294     |1,037     |4.9     
CN2606100000000|26|061|Houghton County, MI|2016|16,447     |15,478     |969     |5.9     
CN2606300000000|26|063|Huron County, MI|2016|16,107     |15,302     |805     |5.0     
CN2606500000000|26|065|Ingham County, MI|2016|148,845     |142,705     |6,140     |4.1     
CN2606700000000|26|067|Ionia County, MI|2016|29,758     |28,549     |1,209     |4.1     
CN2606900000000|26|069|Iosco County, MI|2016|10,052     |9,341     |711     |7.1     
CN2607100000000|26|071|Iron County, MI|2016|5,255     |4,913     |342     |6.5     
CN2607300000000|26|073|Isabella County, MI|2016|35,432     |33,836     |1,596     |4.5     
CN2607500000000|26|075|Jackson County, MI|2016|74,432     |70,937     |3,495     |4.7     
CN2607700000000|26|077|Kalamazoo County, MI|2016|132,145     |126,996     |5,149     |3.9     
CN2607900000000|26|079|Kalkaska County, MI|2016|7,744     |7,208     |536     |6.9     
CN2608100000000|26|081|Kent County, MI|2016|351,974     |340,131     |11,843     |3.4     
CN2608300000000|26|083|Keweenaw County, MI|2016|926     |848     |78     |8.4     
CN2608500000000|26|085|Lake County, MI|2016|3,783     |3,508     |275     |7.3     
CN2608700000000|26|087|Lapeer County, MI|2016|40,485     |37,843     |2,642     |6.5     
CN2608900000000|26|089|Leelanau County, MI|2016|10,721     |10,220     |501     |4.7     
CN2609100000000|26|091|Lenawee County, MI|2016|47,618     |45,482     |2,136     |4.5     
CN2609300000000|26|093|Livingston County, MI|2016|98,727     |94,599     |4,128     |4.2     
CN2609500000000|26|095|Luce County, MI|2016|2,425     |2,267     |158     |6.5     
CN2609700000000|26|097|Mackinac County, MI|2016|5,230     |4,737     |493     |9.4     
CN2609900000000|26|099|Macomb County, MI|2016|431,844     |408,907     |22,937     |5.3     
CN2610100000000|26|101|Manistee County, MI|2016|10,587     |9,924     |663     |6.3     
CN2610300000000|26|103|Marquette County, MI|2016|33,374     |31,509     |1,865     |5.6     
CN2610500000000|26|105|Mason County, MI|2016|14,298     |13,502     |796     |5.6     
CN2610700000000|26|107|Mecosta County, MI|2016|19,174     |18,140     |1,034     |5.4     
CN2610900000000|26|109|Menominee County, MI|2016|11,418     |10,780     |638     |5.6     
CN2611100000000|26|111|Midland County, MI|2016|41,182     |39,312     |1,870     |4.5     
CN2611300000000|26|113|Missaukee County, MI|2016|6,994     |6,592     |402     |5.7     
CN2611500000000|26|115|Monroe County, MI|2016|76,929     |73,587     |3,342     |4.3     
CN2611700000000|26|117|Montcalm County, MI|2016|28,248     |26,829     |1,419     |5.0     
CN2611900000000|26|119|Montmorency County, MI|2016|3,101     |2,799     |302     |9.7     
CN2612100000000|26|121|Muskegon County, MI|2016|77,329     |73,283     |4,046     |5.2     
CN2612300000000|26|123|Newaygo County, MI|2016|23,401     |22,297     |1,104     |4.7     
CN2612500000000|26|125|Oakland County, MI|2016|648,101     |620,699     |27,402     |4.2     
CN2612700000000|26|127|Oceana County, MI|2016|12,252     |11,385     |867     |7.1     
CN2612900000000|26|129|Ogemaw County, MI|2016|8,283     |7,658     |625     |7.5     
CN2613100000000|26|131|Ontonagon County, MI|2016|2,239     |2,053     |186     |8.3     
CN2613300000000|26|133|Osceola County, MI|2016|10,490     |9,911     |579     |5.5     
CN2613500000000|26|135|Oscoda County, MI|2016|2,907     |2,699     |208     |7.2     
CN2613700000000|26|137|Otsego County, MI|2016|11,722     |11,050     |672     |5.7     
CN2613900000000|26|139|Ottawa County, MI|2016|156,239     |151,202     |5,037     |3.2     
CN2614100000000|26|141|Presque Isle County, MI|2016|5,342     |4,851     |491     |9.2     
CN2614300000000|26|143|Roscommon County, MI|2016|7,928     |7,283     |645     |8.1     
CN2614500000000|26|145|Saginaw County, MI|2016|88,844     |84,302     |4,542     |5.1     
CN2614700000000|26|147|St. Clair County, MI|2016|74,350     |69,771     |4,579     |6.2     
CN2614900000000|26|149|St. Joseph County, MI|2016|29,436     |28,261     |1,175     |4.0     
CN2615100000000|26|151|Sanilac County, MI|2016|19,402     |18,237     |1,165     |6.0     
CN2615300000000|26|153|Schoolcraft County, MI|2016|3,318     |3,015     |303     |9.1     
CN2615500000000|26|155|Shiawassee County, MI|2016|33,646     |31,946     |1,700     |5.1     
CN2615700000000|26|157|Tuscola County, MI|2016|24,230     |22,757     |1,473     |6.1     
CN2615900000000|26|159|Van Buren County, MI|2016|35,577     |33,620     |1,957     |5.5     
CN2616100000000|26|161|Washtenaw County, MI|2016|191,860     |185,274     |6,586     |3.4     
CN2616300000000|26|163|Wayne County, MI|2016|773,086     |723,788     |49,298     |6.4     
CN2616500000000|26|165|Wexford County, MI|2016|14,764     |13,933     |831     |5.6     
CN2700100000000|27|001|Aitkin County, MN|2016|7,013     |6,521     |492     |7.0     
CN2700300000000|27|003|Anoka County, MN|2016|190,604     |183,438     |7,166     |3.8     
CN2700500000000|27|005|Becker County, MN|2016|18,205     |17,357     |848     |4.7     
CN2700700000000|27|007|Beltrami County, MN|2016|23,515     |22,274     |1,241     |5.3     
CN2700900000000|27|009|Benton County, MN|2016|21,540     |20,579     |961     |4.5     
CN2701100000000|27|011|Big Stone County, MN|2016|2,718     |2,586     |132     |4.9     
CN2701300000000|27|013|Blue Earth County, MN|2016|39,471     |38,204     |1,267     |3.2     
CN2701500000000|27|015|Brown County, MN|2016|14,755     |14,146     |609     |4.1     
CN2701700000000|27|017|Carlton County, MN|2016|17,409     |16,467     |942     |5.4     
CN2701900000000|27|019|Carver County, MN|2016|55,388     |53,533     |1,855     |3.3     
CN2702100000000|27|021|Cass County, MN|2016|14,330     |13,363     |967     |6.7     
CN2702300000000|27|023|Chippewa County, MN|2016|6,962     |6,646     |316     |4.5     
CN2702500000000|27|025|Chisago County, MN|2016|28,858     |27,599     |1,259     |4.4     
CN2702700000000|27|027|Clay County, MN|2016|35,544     |34,311     |1,233     |3.5     
CN2702900000000|27|029|Clearwater County, MN|2016|4,697     |4,244     |453     |9.6     
CN2703100000000|27|031|Cook County, MN|2016|3,056     |2,916     |140     |4.6     
CN2703300000000|27|033|Cottonwood County, MN|2016|5,524     |5,123     |401     |7.3     
CN2703500000000|27|035|Crow Wing County, MN|2016|31,636     |30,009     |1,627     |5.1     
CN2703700000000|27|037|Dakota County, MN|2016|233,145     |225,165     |7,980     |3.4     
CN2703900000000|27|039|Dodge County, MN|2016|11,474     |11,043     |431     |3.8     
CN2704100000000|27|041|Douglas County, MN|2016|20,112     |19,406     |706     |3.5     
CN2704300000000|27|043|Faribault County, MN|2016|7,310     |6,985     |325     |4.4     
CN2704500000000|27|045|Fillmore County, MN|2016|11,398     |10,934     |464     |4.1     
CN2704700000000|27|047|Freeborn County, MN|2016|16,158     |15,531     |627     |3.9     
CN2704900000000|27|049|Goodhue County, MN|2016|26,702     |25,700     |1,002     |3.8     
CN2705100000000|27|051|Grant County, MN|2016|3,270     |3,115     |155     |4.7     
CN2705300000000|27|053|Hennepin County, MN|2016|679,285     |656,426     |22,859     |3.4     
CN2705500000000|27|055|Houston County, MN|2016|10,481     |10,063     |418     |4.0     
CN2705700000000|27|057|Hubbard County, MN|2016|9,789     |9,154     |635     |6.5     
CN2705900000000|27|059|Isanti County, MN|2016|20,333     |19,370     |963     |4.7     
CN2706100000000|27|061|Itasca County, MN|2016|21,851     |19,959     |1,892     |8.7     
CN2706300000000|27|063|Jackson County, MN|2016|6,088     |5,811     |277     |4.5     
CN2706500000000|27|065|Kanabec County, MN|2016|8,951     |8,364     |587     |6.6     
CN2706700000000|27|067|Kandiyohi County, MN|2016|24,065     |23,140     |925     |3.8     
CN2706900000000|27|069|Kittson County, MN|2016|2,396     |2,284     |112     |4.7     
CN2707100000000|27|071|Koochiching County, MN|2016|6,159     |5,634     |525     |8.5     
CN2707300000000|27|073|Lac qui Parle County, MN|2016|3,628     |3,471     |157     |4.3     
CN2707500000000|27|075|Lake County, MN|2016|5,373     |5,026     |347     |6.5     
CN2707700000000|27|077|Lake of the Woods County, MN|2016|2,406     |2,292     |114     |4.7     
CN2707900000000|27|079|Le Sueur County, MN|2016|15,564     |14,803     |761     |4.9     
CN2708100000000|27|081|Lincoln County, MN|2016|3,371     |3,248     |123     |3.6     
CN2708300000000|27|083|Lyon County, MN|2016|15,085     |14,548     |537     |3.6     
CN2708500000000|27|085|McLeod County, MN|2016|19,584     |18,709     |875     |4.5     
CN2708700000000|27|087|Mahnomen County, MN|2016|2,386     |2,249     |137     |5.7     
CN2708900000000|27|089|Marshall County, MN|2016|5,606     |5,193     |413     |7.4     
CN2709100000000|27|091|Martin County, MN|2016|10,427     |9,994     |433     |4.2     
CN2709300000000|27|093|Meeker County, MN|2016|13,171     |12,573     |598     |4.5     
CN2709500000000|27|095|Mille Lacs County, MN|2016|12,667     |11,905     |762     |6.0     
CN2709700000000|27|097|Morrison County, MN|2016|17,723     |16,718     |1,005     |5.7     
CN2709900000000|27|099|Mower County, MN|2016|20,444     |19,797     |647     |3.2     
CN2710100000000|27|101|Murray County, MN|2016|4,955     |4,718     |237     |4.8     
CN2710300000000|27|103|Nicollet County, MN|2016|20,337     |19,759     |578     |2.8     
CN2710500000000|27|105|Nobles County, MN|2016|11,364     |10,931     |433     |3.8     
CN2710700000000|27|107|Norman County, MN|2016|3,435     |3,268     |167     |4.9     
CN2710900000000|27|109|Olmsted County, MN|2016|84,313     |81,780     |2,533     |3.0     
CN2711100000000|27|111|Otter Tail County, MN|2016|31,146     |29,778     |1,368     |4.4     
CN2711300000000|27|113|Pennington County, MN|2016|9,031     |8,508     |523     |5.8     
CN2711500000000|27|115|Pine County, MN|2016|14,760     |13,892     |868     |5.9     
CN2711700000000|27|117|Pipestone County, MN|2016|4,874     |4,686     |188     |3.9     
CN2711900000000|27|119|Polk County, MN|2016|17,158     |16,411     |747     |4.4     
CN2712100000000|27|121|Pope County, MN|2016|6,261     |6,036     |225     |3.6     
CN2712300000000|27|123|Ramsey County, MN|2016|280,628     |270,438     |10,190     |3.6     
CN2712500000000|27|125|Red Lake County, MN|2016|2,329     |2,162     |167     |7.2     
CN2712700000000|27|127|Redwood County, MN|2016|8,306     |7,964     |342     |4.1     
CN2712900000000|27|129|Renville County, MN|2016|8,432     |7,986     |446     |5.3     
CN2713100000000|27|131|Rice County, MN|2016|35,888     |34,623     |1,265     |3.5     
CN2713300000000|27|133|Rock County, MN|2016|5,874     |5,737     |137     |2.3     
CN2713500000000|27|135|Roseau County, MN|2016|8,284     |7,859     |425     |5.1     
CN2713700000000|27|137|St. Louis County, MN|2016|101,358     |95,470     |5,888     |5.8     
CN2713900000000|27|139|Scott County, MN|2016|79,453     |76,870     |2,583     |3.3     
CN2714100000000|27|141|Sherburne County, MN|2016|49,647     |47,592     |2,055     |4.1     
CN2714300000000|27|143|Sibley County, MN|2016|8,495     |8,131     |364     |4.3     
CN2714500000000|27|145|Stearns County, MN|2016|88,054     |84,696     |3,358     |3.8     
CN2714700000000|27|147|Steele County, MN|2016|21,166     |20,409     |757     |3.6     
CN2714900000000|27|149|Stevens County, MN|2016|5,647     |5,475     |172     |3.0     
CN2715100000000|27|151|Swift County, MN|2016|5,100     |4,829     |271     |5.3     
CN2715300000000|27|153|Todd County, MN|2016|12,885     |12,276     |609     |4.7     
